zip_code,state_code,pop_total,median_household_income,pct_edu_hs,pct_edu_somecollege_under1yr,pct_edu_somecollege_1plusyrs,pct_edu_attain_assoc,pct_edu_attain_bach,pct_edu_attain_master,pct_edu_attain_prof,pct_edu_attain_doct,pct_white,pct_black,pct_asian,pct_hispanic,pct_amerindian,pct_nativehawaii,pct_tworaces,pct_otherrace
751,PR,22110,16177,34.87,0.645,10.313,8.3916,12.0918,3.2928,0.0883,0.6654,0.2849,0.0271,0.4478,99.2402,0,0,0,0
754,PR,39218,16927,25.0391,1.1576,10.4109,10.2211,14.5872,4.0013,0.6737,0.0893,0.0765,0,0.0612,99.8394,0,0,0.0229,0
757,PR,22732,15295,33.1348,1.1367,9.9836,8.5456,15.7149,5.6423,0.7327,0.7532,0.3519,0,0,99.6481,0,0,0,0
765,PR,8801,17604,34.576,0.4619,6.4005,7.6707,13.197,3.0023,0.2639,2.7219,3.3064,0,0,96.2618,0,0,0.4318,0
766,PR,24489,18670,32.9756,1.1047,8.9635,7.0319,14.9476,2.4555,1.0037,0.0694,0.0368,0,0,99.9469,0,0,0,0.0163
767,PR,35734,16342,22.4057,0.694,12.6196,11.2193,12.8906,3.4003,0.1889,0.2382,0.0868,0,0.0252,99.8881,0,0,0,0
769,PR,39630,18578,32.1652,0.7634,10.0104,7.4073,15.8759,4.0518,0.1303,0.9459,0.5879,0.0202,0,99.3868,0,0,0,0.005
771,PR,38132,19982,29.5639,1.2273,13.7707,10.0656,12.9371,3.3192,0.741,0.714,0.0892,0.1967,0,99.6407,0,0,0,0.0734
772,PR,21096,15725,36.2949,0.9743,7.7796,10.4551,9.1537,1.7886,0.269,0.1091,0,0.0284,0.0284,99.9431,0,0,0,0
773,PR,19237,19658,29.8151,1.7411,10.5162,9.8844,15,3.5516,0.1695,0.4391,1.1696,0.0468,0.0832,98.4197,0,0,0.078,0.2027
775,PR,1493,20221,31.9728,0,10.0097,8.6492,8.9407,1.1662,0.7775,1.3605,4.9565,0,0,94.1058,0.3349,0,0.134,0.4689
777,PR,40398,19249,25.7642,1.085,9.4324,13.4171,16.2121,4.4487,0.3031,0.4452,0.5941,0.0297,0,99.3762,0,0,0,0
778,PR,46990,31070,18.9723,0.6796,8.959,10.8041,23.374,7.298,1.4101,2.3342,1.1619,0.2554,0,98.5124,0,0,0.0702,0
780,PR,11597,20985,21.9356,1.4889,10.448,6.6744,21.6532,2.8109,3.0163,4.3127,1.2676,0,0,98.7324,0,0,0,0
782,PR,18544,12752,27.6797,1.9268,9.0593,7.6911,10.3303,2.5745,0.0567,0.17,0.2157,0,0,99.6872,0,0,0,0.0971
783,PR,34702,14465,26.6303,2.3627,13.2258,9.2633,12.4847,3.0907,0.1831,0.3749,0.706,0,0,99.245,0,0,0.049,0
784,PR,41993,15383,33.3022,2.3421,10.1826,6.5995,15.9392,3.2459,0.3156,0.373,0.6739,0.0714,0,99.2499,0,0,0,0.0048
786,PR,287,NULL,62.7178,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
791,PR,50515,19269,28.4145,1.1677,9.0938,10.1894,17.6455,4.8842,0.7352,1.3753,0.9463,0.0713,0,98.7766,0,0,0.1683,0.0376
794,PR,29635,14785,30.457,2.5664,10.8342,6.9819,13.5282,3.5282,0.1435,0.1222,0,0.0034,0,99.9966,0,0,0,0
795,PR,45852,20459,29.8987,1.5191,8.4116,8.8747,16.6867,2.7117,1.639,0.7562,0.0414,0.0131,0.0851,99.8604,0,0,0,0
901,PR,6541,16612,14.3024,1.1512,10.7512,8.0976,21.8927,9.0537,4.1951,2.1854,4.2654,1.0549,0.0917,94.4045,0,0,0.1835,0
906,PR,76,NULL,0,0,11.4754,0,27.8689,0,60.6557,0,0,0,0,100,0,0,0,0
907,PR,17472,31836,13.3228,1.4156,8.731,8.6304,27.6373,12.0293,7.1716,2.9031,3.4455,0.5437,0.1202,95.261,0,0,0.3549,0.2747
909,PR,5563,16219,21.3752,3.8372,11.1769,8.1638,18.0015,8.5501,1.3649,1.7255,0.7909,0,0.1079,99.0113,0,0,0,0.0899
911,PR,7227,29325,14.9818,1.7687,11.0283,7.8377,27.7094,11.6698,6.5199,3.9015,7.4858,0.4981,0.4428,91.2827,0.166,0,0.1245,0
912,PR,5758,20663,20.8333,2.8249,9.4162,8.1685,21.1629,5.8145,2.9661,2.8484,1.1289,0.2952,0,98.2459,0,0,0,0.33
913,PR,8333,6989,36.6149,3.4034,6.6012,8.2915,10.6213,4.7282,3.2892,0.2741,1.092,0,0,98.908,0,0,0,0
915,PR,28173,13573,30.1024,1.3757,7.1777,8.4694,8.4117,1.4387,0.5513,0.273,0.2911,0.4046,0.0248,99.0345,0,0,0,0.2449
917,PR,19005,13913,23.4372,1.2388,9.6455,10.8844,14.6652,4.3967,2.3344,0.5514,0.6156,0,0.1789,99.0687,0,0,0.1368,0
918,PR,16400,21030,14.3369,1.9969,6.6394,11.7938,25.9345,11.5463,6.0079,5.6665,0.9085,0,0.128,98.9634,0,0,0,0
920,PR,17576,25591,18.8742,2.3137,12.8727,13.9441,23.2919,6.2733,2.2438,0.9239,0.9957,0.3755,0,98.6288,0,0,0,0
921,PR,36104,18334,22.8206,1.8425,9.0909,16.4529,19.1112,4.8782,2.0455,0.6656,0.77,0.2354,0,98.9613,0,0.0332,0,0
923,PR,25745,14631,23.8379,1.915,11.1035,10.2341,14.5698,4.2164,0.8467,0.6592,1.173,0.2059,0,98.4968,0.0699,0,0.0544,0
924,PR,54062,18535,21.9545,2.9092,11.5968,11.2884,17.4037,5.6042,1.7101,1.1334,1.2079,0.2497,0.0536,98.1632,0,0,0.0703,0.2553
925,PR,6924,10247,16.478,2.1682,10.9853,6.4322,18.0679,6.9622,0.6745,2.2886,2.4697,0.4622,1.0976,95.104,0,0,0.4188,0.4477
926,PR,101337,32583,17.7221,1.5807,10.576,10.2196,25.6859,10.2895,5.5179,2.6821,0.7697,0.1253,0.3118,98.7655,0,0,0.0059,0.0217
927,PR,14229,32083,13.2572,1.2266,8.7186,10.5492,33.6007,13.3799,7.8977,3.0477,2.263,0,0.7028,97.0342,0,0,0,0
934,PR,67,66063,0,0,0,0,0,57.4468,42.5532,0,17.9104,82.0896,0,0,0,0,0,0
936,PR,893,NULL,44.0324,0,14.6002,1.6222,6.7207,0,0,0,0.7839,0,0,99.2161,0,0,0,0
949,PR,77458,25226,24.8016,2.3805,13.8136,10.6831,18.9932,4.5547,0.9299,0.7159,0.4428,0.1485,0.0116,99.2409,0,0,0.1162,0.04
950,PR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
951,PR,8,NULL,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
952,PR,9078,16577,25.8785,1.4089,14.9636,10.0243,11.0769,2.0567,0.2753,0,0.5067,0,0,99.4933,0,0,0,0
953,PR,72712,29793,22.8912,0.8126,12.0708,9.7152,24.9942,5.526,1.2441,0.6442,0.3466,0.0591,0.3383,99.2367,0,0.0193,0,0
956,PR,71602,22432,22.8985,2.8494,15.0911,9.709,18.2957,3.5313,0.6738,0.4201,0.5572,0.0349,0.0503,99.3101,0.0028,0,0.0447,0
957,PR,42155,23886,21.8361,2.9511,14.4777,10.9743,19.4056,4.3968,0.8512,0.6155,0.3155,0.0664,0.0403,99.4544,0,0.0261,0.0142,0.083
959,PR,48349,28215,17.5448,2.5283,15.8652,10.8115,24.7495,7.7145,1.7445,0.8045,0.8935,0.211,0,98.8852,0.0103,0,0,0
960,PR,2429,NULL,22.6486,2.4324,8.1622,3.8919,1.5135,0.2703,0,0,0.4529,0.8646,0,98.1062,0,0,0.4117,0.1647
961,PR,30655,28203,16.3053,2.3947,13.7373,9.5833,23.4095,7.2019,1.8838,1.2173,0.8579,0.1696,0.2838,98.519,0,0,0.1109,0.0587
962,PR,20509,15782,27.3388,1.6104,12.3137,8.7259,11.9991,2.2545,1.3482,0.3445,0.3267,0,0.2926,99.2296,0,0,0.1512,0
965,PR,7543,15274,32.9362,2.1714,8.9162,8.3782,8.8009,1.0953,0,0.2114,0.3579,0.2121,0,99.4167,0,0,0,0.0133
966,PR,15981,50570,8.2003,1.1232,9.9738,10.3707,35.1153,12.7945,10.4636,4.0115,1.1764,0.0563,0,98.7047,0.0626,0,0,0
968,PR,3293,46047,8.965,2.2845,8.2035,6.9574,38.1793,15.4379,10.2804,4.6729,1.0629,0,0.6985,97.935,0,0,0.1518,0.1518
969,PR,43372,53175,11.9407,1.3414,10.461,7.6849,34.0914,14.0187,8.4344,2.9627,1.5932,0.0115,0.2213,98.0817,0,0,0.0922,0
971,PR,28550,20860,20.9721,1.5842,12.4969,10.0446,16.2539,4.679,1.285,0.5984,0.2872,0,0,99.5236,0,0,0.1891,0
976,PR,61084,30027,22.397,1.8129,11.9371,10.2465,25.2218,6.4913,2.0023,1.9064,0.6221,0.0262,0,99.2911,0,0,0.0606,0
979,PR,15019,35251,15.8752,1.6948,12.9769,10.1441,28.541,11.1921,3.6679,2.7428,5.0536,0.1132,1.032,93.2153,0,0,0.1864,0.3995
982,PR,14874,25362,24.5207,2.4689,12.8495,13.2143,18.2643,4.6105,0.5985,0.5424,0.2488,0,0,99.7512,0,0,0,0
983,PR,38533,27612,23.8282,2.0396,14.8426,11.0598,20.2878,5.5414,1.2699,0.8543,0.5398,0.0623,0.0467,99.1929,0,0,0.109,0.0493
985,PR,33320,24091,25.4513,2.8112,13.1878,12.4742,16.7899,4.8788,0.6405,0.4084,0.4232,0,0.1561,99.4208,0,0,0,0
987,PR,58705,31758,18.9584,1.6735,12.325,12.0212,23.9892,6.4916,1.5014,1.1241,0.4582,0.0903,0.0017,99.305,0,0,0.0307,0.1141
1001,MA,17423,56714,27.8555,9.5388,13.4973,10.3151,15.4958,10.3997,0.9301,0.8916,86.5465,1.1996,3.4609,7.5418,0.0287,0.1377,0.5797,0.5051
1002,MA,29970,48923,11.5781,2.4585,8.8264,5.2177,23.7651,22.2239,4.4508,15.3372,73.6803,5.2653,11.685,6.2396,0.2469,0.0567,2.5859,0.2402
1003,MA,11296,2499,0,0,57.0248,0,2.4793,8.2645,0.8264,0.8264,73.4331,5.6303,13.6154,4.6565,0.2656,0,2.0007,0.3984
1005,MA,5228,70568,36.1601,9.124,11.335,8.984,14.1338,9.152,2.5749,2.1271,95.7919,2.0084,0.6121,1.4728,0,0,0.1148,0
1007,MA,14888,80502,19.4892,5.358,12.3686,9.7947,21.8828,14.5719,2.2834,3.8758,91.3555,0.8396,2.9756,2.0486,0,0,2.5524,0.2284
1008,MA,1194,67250,29.3103,9.0517,13.0388,10.3448,17.6724,10.4526,0,0.9698,98.66,0,0.5863,0.335,0,0,0.4188,0
1009,MA,237,NULL,31.0345,5.9113,27.5862,3.9409,16.7488,0,0,0,100,0,0,0,0,0,0,0
1010,MA,3718,83273,22.9205,4.2862,12.6044,14.1664,21.8307,12.9677,1.453,1.2713,98.44,0.2421,0.1614,1.1565,0,0,0,0
1011,MA,1523,74722,35.4779,10.4779,12.5,11.5809,13.3272,4.2279,0.9191,0.2757,93.5653,0.9849,0.7223,3.3487,0,0,1.1162,0.2626
1012,MA,528,60417,30.3896,2.0779,14.026,9.3506,21.039,10.3896,1.8182,5.4545,96.4015,0,0,2.0833,0,0.3788,1.1364,0
1013,MA,22943,40876,31.6349,6.7086,11.1679,8.4989,11.1876,5.6856,0.4656,0.6755,68.4915,3.0598,2.2839,25.0752,0.122,0,0.8369,0.1308
1020,MA,30629,57851,31.1013,5.8381,13.954,12.7466,11.3622,4.9049,0.7209,0.2831,79.4345,3.0298,1.257,14.6397,0.1339,0,1.5051,0
1022,MA,2528,44701,30.8559,5.0676,14.527,11.768,17.6239,10.473,0,2.1959,66.8117,15.6646,1.7801,10.6408,0,0,5.1028,0
1026,MA,1018,50924,32.1019,4.9682,12.8662,5.9873,21.7834,13.5032,2.1656,1.1465,95.6778,3.2417,0,0.9823,0,0,0.0982,0
1027,MA,17872,61217,28.3552,5.2475,11.9287,11.6958,22.0233,10.0073,1.3464,0.7496,88.6526,1.7569,1.3429,6.5913,0.0168,0,1.6394,0
1028,MA,16063,83003,22.0742,5.0342,11.4609,11.0025,23.8474,13.139,5.3888,0.6228,87.7856,5.9765,2.0357,2.845,0.1619,0,1.1953,0
1029,MA,760,54375,30.3905,6.6214,19.0153,8.6587,20.7131,6.2818,2.5467,0,97.6316,0.9211,0,0.5263,0,0,0.9211,0
1030,MA,11278,64874,28.8385,7.8639,11.7149,11.8769,19.9277,8.5618,1.2836,0.7602,89.8298,1.729,1.8532,6.2777,0,0,0.3103,0
1031,MA,1192,39327,38.2803,4.5936,14.9588,8.1272,17.6678,4.5936,0.8245,1.2956,96.6443,0.6711,0,0.755,0,0,1.9295,0
1032,MA,590,73750,20.0864,4.5356,9.5032,14.0389,20.7343,22.0302,0,4.5356,97.6271,0,0.678,1.6949,0,0,0,0
1033,MA,6310,86951,22.8755,7.3176,12.5107,10.9871,19.8069,11.3734,2.0601,1.9313,90.9033,0,0.2853,6.9097,0,0,0.9509,0.9509
1034,MA,2323,82159,32.0359,6.1677,12.994,9.8204,20,5.5689,1.4371,0.6587,96.5131,0,0.2152,1.7219,0.0861,0,1.2484,0.2152
1035,MA,5338,62634,20.5353,2.944,9.3674,9.1727,26.2044,16.7153,2.4818,4.3552,89.8464,2.2668,2.2293,4.4773,0.3747,0,0.8055,0
1036,MA,5190,80375,27.7455,3.2207,10.6917,13.8332,19.1922,12.698,2.2967,0.9768,97.052,0.1927,0.501,2.0424,0,0,0.2119,0
1037,MA,755,80417,32.4752,3.5644,12.0792,10.099,18.0198,11.2871,5.7426,2.5743,88.7417,1.5894,0,9.6689,0,0,0,0
1038,MA,2853,65887,32.19,3.606,10.686,12.4011,22.6033,10.642,2.1988,2.5506,97.6516,0.7361,1.2618,0.0351,0,0,0.3155,0
1039,MA,1194,74107,10.5656,4.4824,13.127,10.2455,24.6531,23.6926,5.6564,2.4546,96.9849,0.5025,0,2.5126,0,0,0,0
1040,MA,40280,38829,22.8638,7.0423,11.7271,7.2845,16.0486,7.311,1.4077,0.8098,43.1653,3.503,1.8049,49.9752,0.2805,0,0.9608,0.3103
1050,MA,2343,72386,31.4607,6.6824,16.6174,13.7197,12.1821,6.7416,0.6505,1.1827,93.2138,4.0546,0,0.3414,0.1707,0.1707,1.8779,0.1707
1053,MA,1697,66528,17.8306,6.0178,8.4695,8.5438,21.2481,14.8588,5.4235,3.0461,89.8055,3.6535,0.8839,4.4785,0,0,1.1786,0
1054,MA,1972,86771,11.3915,2.3192,8.8677,6.2756,24.2156,24.4202,4.161,13.1651,94.9797,0.7606,1.1156,1.3692,0.1521,0,1.6227,0
1056,MA,21352,64537,30.6391,5.1435,12.3646,10.4896,14.4993,6.2266,0.6461,0.4117,89.8792,1.1755,1.2598,6.5989,0.1077,0.0843,0.8945,0
1057,MA,8773,74439,30.9335,9.2089,13.3703,8.8766,16.6456,8.6392,0.807,0.7278,95.8167,0.2964,0.5699,1.402,0,0,1.915,0
1060,MA,15407,56128,12.7073,2.5079,9.8045,6.793,24.7532,20.5075,6.2994,8.9949,80.2492,3.3232,5.2768,9.0738,0.0389,0,1.9537,0.0844
1062,MA,10867,73913,17.3074,3.9741,8,7.4045,25.2427,19.4693,5.5663,5.644,81.2368,1.4079,6.2207,8.0795,0.0552,0,2.9999,0
1063,MA,563,NULL,0,0,100,0,0,0,0,0,63.7655,4.0853,19.0053,8.1705,0,0,3.9076,1.0657
1066,MA,12,NULL,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0
1068,MA,1825,85052,24.8433,7.7586,11.1285,9.7179,21.9436,12.2257,1.3323,1.7241,95.5068,0.2192,0.274,2.4658,0.6027,0,0.9315,0
1069,MA,8753,57994,26.2543,6.7687,14.7523,11.7545,18.6494,9.372,0.7258,0.2367,96.2299,1.4281,0.0685,1.668,0,0,0.6055,0
1070,MA,562,55208,16.93,6.5463,10.8352,8.8036,23.2506,14.6727,6.772,3.386,90.9253,0.5338,2.4911,2.4911,0.1779,0,3.3808,0
1071,MA,1271,70938,35.3244,3.9135,8.033,11.3285,21.3182,8.6509,1.3388,0.7209,95.2793,0.7081,0.6294,0.8655,0.3934,0,2.1243,0
1072,MA,1542,75658,10.4205,3.1079,10.4205,5.1188,27.0567,27.1481,3.2907,8.3181,88.8457,0.8431,0.5837,4.5396,0.1297,0,4.6693,0.3891
1073,MA,6081,90318,28.1556,4.5333,12.6222,12.0889,18.5778,15.4667,2.2,0.8667,98.3391,0,1.0196,0.3947,0,0,0.2467,0
1074,MA,228,NULL,21.9355,0,0,0,21.2903,0,0,0,100,0,0,0,0,0,0,0
1075,MA,17770,61821,20.0102,7.2132,12.3812,10.9725,20.8248,13.7475,1.7906,3.4369,85.695,3.067,3.7535,5.2842,0,0,2.009,0.1913
1077,MA,9650,76576,26.4328,7.3769,10.2931,10.5385,16.2264,14.1908,2.151,2.2954,95.7513,0.0104,1.6373,0.1554,0,0,2.4456,0
1079,MA,811,31778,36.8237,3.6649,23.0366,2.7923,23.7347,0,0,0,96.0543,0,0,3.9457,0,0,0,0
