school_id,school_name,street_address,city,state_code,zip_code,locale_code,pct_proficient_math,pct_proficient_reading,pct_white,pct_black,pct_asian,pct_hispanic,pct_amerindian,pct_nativehawaii,pct_tworaces
10030000074,Barbour Co High Sch,165 S. Midway,Clayton,AL,36016,43,5,24.5,3.9548,94.9153,0,1.1299,0,0,0
10033000087,Jess Lanier High Sch,4950 Premiere Parkway,Bessemer,AL,35022,21,2.497976,27,2.3645,93.0049,0.197,4.2365,0,0,0.197
10036000092,Bibb Co High Sch,220 Birmingham Rd,Centreville,AL,35042,32,11.999999,47.000002,59.9631,37.0849,0,2.583,0.1845,0,0.1845
10036000099,West Blocton High Sch,4734 Truman Aldrich Parkway,West Blocton,AL,35184,42,12,56.999999,88.2114,10.1626,0,1.4228,0.2033,0,0
10039000073,Workshop Incorporate,2015 Park Place N,Birmingham,AL,35203,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10039000141,Huffman High Sch-Magnet,900 Springville Rd,Birmingham,AL,35215,12,2.5,27.000001,0.8378,95.9634,0.0762,3.0465,0.0762,0,0
10039000164,Jackson-Olin High Sch,1300 Avenue F Ensley,Birmingham,AL,35218,12,2.5,17.000001,0.2852,97.9087,0,1.8061,0,0,0
10039000165,Parker High Sch,400 Abraham Woods Jr. Blvd.,Birmingham,AL,35204,12,2.497326,17,0.6024,98.1928,0,0.9639,0,0,0.241
10039000176,Ramsay High Sch,1800 13th Ave S,Birmingham,AL,35205,12,22.000001,81.999998,0.7009,98.2477,0.1168,0.8178,0.1168,0,0
10039000192,Wenonah High Sch,2800 Wilson Rd SW,Birmingham,AL,35221,12,2.5,31.999999,0.3871,98.5806,0,0.9032,0,0,0.129
10039000198,Woodlawn High Sch-Magnet,5620 First Ave N,Birmingham,AL,35212,12,2.497354,22,0.3812,93.9009,0.1271,4.5743,0.1271,0.1271,0.7624
10039001468,George Washington Carver High Sch,3900 24th St N,Birmingham,AL,35207,12,2.502763,22.000001,0.6321,88.4956,0.1264,10.3666,0,0,0.3793
10042000206,Cleveland High Sch,71 High School St,Cleveland,AL,35049,42,12,61.999999,81.3397,0.2392,0.2392,17.4641,0.2392,0,0.4785
10042000208,Hayden High Sch,125 Atwood Road,Hayden,AL,35079,42,17.000001,67.000001,96.7497,2.2752,0.2167,0.325,0,0,0.4334
10042000209,JB Pennington High Sch,81 College St,Blountsville,AL,35031,42,17,67.000001,88.1557,0.5076,0,10.8291,0.3384,0,0.1692
10042000210,Locust Fork High Sch,77 School Rd,Locust Fork,AL,35097,42,11.999999,52.000002,94.1176,0.9488,0,4.9336,0,0,0
10042000213,Susan Moore High Sch,4040 Susan Moore Rd,Blountsville,AL,35031,42,12,42.000002,70.1169,0.6678,0.1669,28.2137,0.1669,0,0.6678
10045000216,TR Miller High Sch,1835 Douglas Ave,Brewton,AL,36426,32,27,67.000001,60.1719,38.3954,0.5731,0.5731,0.2865,0,0
10048000218,Bullock Co High Sch,911 Sardis Road,Union Springs,AL,36089,32,2.5,22.000001,0.4367,93.2314,0,6.3319,0,0,0
10051000226,Greenville High Sch,100 Tiger Dr,Greenville,AL,36037,41,7.5,36.999999,29.2049,68.8073,0.6116,0.7645,0.1529,0,0.4587
10054000240,Ohatchee High Sch,100 Cherokee Trl,Ohatchee,AL,36271,41,17.000001,62.000002,92.7039,3.8627,0.2146,2.1459,0.4292,0.2146,0.4292
10054000243,Saks High Sch,4401 Saks Rd,Anniston,AL,36206,23,12,61.999999,52.3719,37.0019,0.9488,7.0209,0.1898,0,2.4668
10054000247,Weaver High Sch,917 Clairmont Dr,Weaver,AL,36277,23,12,67.000004,73.5986,18.264,1.2658,3.7975,0.1808,0.1808,2.7125
10054000250,White Plains High Sch,250 White Plains Rd,Anniston,AL,36207,41,22,66.999999,90.7285,5.298,0.6623,3.3113,0,0,0
10054001488,Pleasant Valley High Sch,4141 Pleasant Valley Rd,Jacksonville,AL,36265,41,27.000001,77.000003,96.0861,2.3483,0,0.9785,0,0.1957,0.3914
10054001489,Wellborn High Sch,135 Pinson Rd,Anniston,AL,36201,23,17,46.999999,78.4014,19.0476,0.5102,1.3605,0.3401,0,0.3401
10060000263,Lafayette High Sch,214 1st Ave SE,Lafayette,AL,36862,42,5,24.5,11.4625,88.1423,0,0.3953,0,0,0
10060000271,Valley High Sch,501 Highway 29,Valley,AL,36854,32,16.999999,52,58.3133,37.9518,0.6024,1.2048,0,0,1.9277
10063000278,Cherokee Co High Sch,910 Warrior Dr,Centre,AL,35960,32,27.000001,62.000003,80.131,8.7336,0.4367,1.0917,8.952,0,0.655
10066000262,Jemison High Sch,25195 US Highway 31,Jemison,AL,35085,42,17,57,72.3636,9.0909,0.4848,17.8182,0,0,0.2424
10066001491,Chilton Co High Sch,1214 7th St S,Clanton,AL,35045,41,17,56.999999,76.5416,16.3539,0.9383,5.496,0.134,0,0.5362
10069000291,Choctaw Co High Sch,277 Tom Orr Drive,Butler,AL,36904,43,5,34.500001,17.1271,81.768,0.2762,0.5525,0.2762,0,0
10069000297,Southern Choctaw High Sch,10941 Highway 17,Gilbertown,AL,36908,43,5,54.509802,47.9695,51.7766,0,0.2538,0,0,0
10072000298,Clarke Co High Sch,151 S Church,Grove Hill,AL,36451,43,7.5,52.000002,28.866,70.3608,0,0.2577,0.2577,0,0.2577
10072001493,Jackson High Sch,321 Stanley Dr.,Jackson,AL,36545,41,12,51.999998,29.76,68.48,0.16,0.96,0.16,0,0.48
10075002210,Future Clay Co High Sch,1 Bob Riley Drive,Lineville,AL,36266,42,12,51.999998,76.1619,18.7406,0.1499,4.1979,0.2999,0,0.4498
10078000318,Cleburne Co High Sch,520 Evans Bridge Rd,Heflin,AL,36264,42,17,57.000002,89.3175,5.7864,0.1484,3.8576,0,0,0.8902
10081001494,New Brockton High Sch,210 South Tyler Street,New Brockton,AL,36351,42,11.999999,52.000002,81.3754,14.3266,0,1.1461,2.2923,0,0.8596
10084000333,Cherokee High Sch,850 High School Dr,Cherokee,AL,35616,42,24.490196,54.509802,86.8794,9.5745,0,2.8369,0,0,0.7092
10084000334,Colbert Co High Sch,2200 High School St,Leighton,AL,35646,41,17,42,63.5762,27.5938,0.4415,6.181,0.2208,0.2208,1.766
10084000335,Colbert Heights High Sch,6825 Woodmont Dr,Tuscumbia,AL,35674,41,7.5,51.999998,95.6175,1.7928,0.3984,1.7928,0.3984,0,0
10087001766,Hillcrest High Sch,1989 Jaguar Rd,Evergreen,AL,36401,41,7.494623,42.000001,8.0605,91.1839,0,0.5038,0.2519,0,0
10090001749,Central High Sch,243 Coosa County Rd 75,Rockford,AL,35136,43,7.493976,52,52.381,44.0476,0,0.5952,0.2976,0,2.6786
10093000360,Florala High Sch,22114 Begonia St.,Florala,AL,36442,43,15.000001,54.486486,85.7143,14.2857,0,0,0,0,0
10093000362,Red Level High Sch,28551 Barrow Road,Red Level,AL,36474,42,15,54.48889,83.8828,12.4542,0.3663,1.0989,0,0,2.1978
10093000363,Straughn High Sch,29448 Straughn School Road,Andalusia,AL,36421,42,22,67.000002,95.5556,3.7037,0.4938,0,0,0,0.2469
10099000370,Cullman High Sch,510 13th St NE,Cullman,AL,35055,32,42.000001,76.999999,91.4191,0.7701,0.8801,5.7206,0.11,0.22,0.8801
10102000374,Cold Springs High Sch,9010 County Road 109,Bremen,AL,35033,42,12,56.999998,99.2593,0.3704,0,0.3704,0,0,0
10102000377,Fairview High Sch,841 Welcome Rd,Cullman,AL,35058,42,22,46.999998,92.0775,1.0563,0.1761,5.6338,0.5282,0,0.5282
10102000379,Good Hope High Sch,210 Good Hope School Rd,Cullman,AL,35057,41,12,52,92.9245,0.7075,0.4717,5.6604,0.2358,0,0
10102000380,Hanceville High Sch,801 Commercial St,Hanceville,AL,35077,32,17,57.000001,83.2861,7.0822,0.2833,8.4986,0.2833,0,0.5666
10102000381,Holly Pond High Sch,160 New Hope Road,Holly Pond,AL,35083,42,17,71.999996,93.9394,0.9091,0.9091,3.3333,0.6061,0,0.303
10102000385,Vinemont High Sch,High School Road,Vinemont,AL,35179,41,17,52.000001,94.152,0.5848,0,4.386,0.5848,0,0.2924
10102000387,West Point High Sch,4314 County Road 1141,Cullman,AL,35057,42,17,62,93.5714,0.8929,0.5357,3.5714,0.7143,0,0.7143
10105000389,Dale Co High Sch,11470 County Road 59,Midland City,AL,36350,41,17.000001,57,71.5618,24.4755,0.4662,1.3986,0,0,2.0979
10105000390,George W Long High Sch,2565 Co Rd 60,Skipperville,AL,36374,42,31.999999,71.999998,90.3465,7.1782,0,2.2277,0,0,0.2475
10108000394,Daleville High Sch,626 N Daleville Ave,Daleville,AL,36322,32,12,47,49.8134,35.0746,1.306,10.8209,0.3731,0.9328,1.6791
10111000397,Dallas Co High Sch,335 5th Ave,Plantersville,AL,36758,43,7.5,52,42.959,55.7932,0,0.3565,0,0,0.8913
10111000406,Southside High Sch,7975 US Highway 80 E,Selma,AL,36701,41,2.5,32,0.5181,99.4819,0,0,0,0,0
10114001860,Crossville High Sch,5405 Co Road 28,Crossville,AL,35962,42,7.496296,32,34.8231,0.3724,0,57.3557,7.2626,0,0.1862
10117000426,Austin High Sch,1625 Danville Rd SW,Decatur,AL,35601,13,20.999999,51.000001,43.4507,35.9155,1.7606,17.4648,0.1408,0,1.2676
10117000429,Decatur High Sch,1011 Prospect Dr SE,Decatur,AL,35601,13,22.000001,56.999998,48.5981,31.4642,1.0384,17.4455,0.4154,0.1038,0.9346
10120000148,Demopolis High Sch,701 Hwy 80 W,Demopolis,AL,36732,33,17,52,47.0588,48.1146,0.905,3.0166,0.4525,0,0.4525
10123000445,Dothan High Sch,1236 S Oates St,Dothan,AL,36301,13,16,55,35.697,59.0653,0.7252,3.4649,0.0806,0,0.967
10123001501,Northview High Sch,3209 Reeves St,Dothan,AL,36303,13,17,57.000001,44.7833,47.6726,1.9262,4.1734,0.1605,0,1.2841
10126000461,Elba High Sch,371 Tiger Dr,Elba,AL,36323,43,15.000001,34.499998,46.9841,45.7143,0,4.4444,0.3175,0,2.5397
10129000463,Elmore Co High Sch,155 N College St,Eclectic,AL,36024,42,22,72,84.9576,13.3475,0,0.4237,0.6356,0,0.6356
10129000465,Holtville High Sch,10425 Holtville Rd,Deatsville,AL,36022,41,12,52.000001,88.6869,8.2828,0.404,1.2121,0,0.202,1.2121
10129000468,Stanhope Elmore High Sch,4300 Main St,Millbrook,AL,36054,21,16.999999,52.000002,50.414,41.3063,1.4719,4.3238,0.368,0.184,1.9319
10129000471,Wetumpka High Sch,1251 Coosa River Pkwy,Wetumpka,AL,36092,31,27.000001,71.999999,64.3788,30.2346,1.1295,2.2589,0.1738,0.0869,1.7376
10132000476,Enterprise High Sch,1801 Boll Weevil Circle,Enterprise,AL,36330,32,29.999999,66,65.7724,20.3978,1.6651,8.2794,0.555,0.3238,3.0065
10135000484,Escambia Co High Sch,1215 S Presley St,Atmore,AL,36502,32,2.503876,37,15.2047,74.269,0.5848,0.5848,8.9669,0,0.3899
10135000487,Flomaton High Sch,21200 Highway 31,Flomaton,AL,36441,32,26.999999,81.999997,76.5376,15.4897,0,1.139,6.6059,0,0.2278
10135000492,W S Neal High Sch,801 Andrew Jackson Street,East Brewton,AL,36426,32,17,56.999999,66.9975,29.2804,0,1.2407,1.737,0,0.7444
10138000498,Glencoe High Sch,803 Lonesome Bend Rd,Glencoe,AL,35905,23,22.000001,76.999999,97.9104,1.194,0.8955,0,0,0,0
10138000505,Sardis High Sch,1420 Church St,Sardis City,AL,35956,41,27.000001,62,94.197,0.5398,0.5398,4.4534,0.135,0.135,0
10138000506,Southside High Sch,2361 School Drive,Southside,AL,35907,23,22.000001,61.999997,92.1525,3.6996,1.4574,2.2422,0.1121,0.1121,0.2242
10138000507,West End High Sch,4515 Elm St,Walnut Grove,AL,35990,42,17,56.999998,95.6298,0.7712,0,3.3419,0,0,0.2571
10138001662,Hokes Bluff High Sch,1865 Appalachia Rd,Hokes Bluff,AL,35903,41,17,61.999999,98.3133,0.7229,0,0.4819,0,0,0.4819
10141000511,Eufaula High Sch,530 Lake Dr,Eufaula,AL,36027,41,12,46.999998,41.0428,54.2781,0.9358,3.2086,0,0,0.5348
10144000516,Fairfield High Preparatory Sch,610 Valley Rd,Fairfield,AL,35064,21,2.49635,22,0.4678,98.2456,0,1.2865,0,0,0
10147000521,Berry High Sch,18242 Highway 18 E,Berry,AL,35546,42,15,54.48889,95.1673,4.0892,0,0.3717,0,0,0.3717
10147001787,Fayette Co High Sch,202 Tiger Drive,Fayette,AL,35555,41,22,66.999999,71.659,27.1889,0.4608,0.4608,0,0,0.2304
10153000528,Florence High Sch,1201 Bradshaw Dr,Florence,AL,35630,13,21,65.000002,59.3718,31.5096,1.3171,6.079,0,0,1.7224
10156000538,Fort Payne High Sch,201 45th St NE,Fort Payne,AL,35967,32,17,51.999999,62.1993,4.9255,0.2291,29.6678,0,0,2.9782
10159000544,Phil Campbell High Sch,65 School St,Phil Campbell,AL,35581,42,14.999999,54.500001,95.6522,0,0,2.4457,0,0,1.9022
10159001869,Tharptown High Sch,255 Highway 80,Russellville,AL,35654,42,5,64.488371,70.8197,1.6393,0.3279,26.5574,0.3279,0,0.3279
10162001824,Gadsden City High Sch,1917 Black Creek Parkway,Gadsden,AL,35904,13,14,50,38.6971,51.0098,1.3029,7.8176,0.2606,0,0.9121
10164000567,Geneva High Sch,505 Panther Dr,Geneva,AL,36340,32,27,61.999998,83.8235,12.9412,0.2941,0.8824,0.5882,0,1.4706
10166000570,Geneva Co High Sch,301 Lily St,Hartford,AL,36344,42,5,44.499999,74.2991,18.6916,0,4.2056,0.9346,0,1.8692
10166000571,Samson High Sch,209 N Broad St,Samson,AL,36477,43,24.5,54.500001,77.8261,15.6522,0,6.5217,0,0,0
10166001519,Slocomb High Sch,Esto Hwy,Slocomb,AL,36375,42,22.000001,56.999999,80.5774,11.811,0.5249,6.2992,0,0,0.7874
10168000576,Greene Co High Sch,623 Mesopotamia Avenue,Eutaw,AL,35462,42,7.5,32,0,98.9822,0.5089,0,0,0,0.5089
10169000582,Guntersville High Sch,14227 Highway 431 South,Guntersville,AL,35976,32,27.000001,67.000002,79.5571,8.8586,1.7036,5.1107,0.3407,0.1704,4.2589
10171000588,Hale Co High Sch,50 Wildcat Way,Moundville,AL,35474,31,12,51.999999,66.9159,30.0935,0,1.8692,0.3738,0,0.7477
10171002162,Greensboro High Sch,620 Carver Street,Greensboro,AL,36744,42,2.5,41.999998,1.1494,98.5632,0,0,0,0,0.2874
10172000594,Haleyville High Sch,2001 20th St,Haleyville,AL,35565,41,22,77,88.499,1.7544,0.7797,7.2125,0.3899,0,1.3645
10173000599,Hartselle High Sch,1000 Bethel Road NE,Hartselle,AL,35640,41,37.000001,77.000002,90.8524,6.1331,0.8316,1.2474,0.5198,0.104,0.3119
10174000600,Abbeville High Sch,411 Graball Cutoff,Abbeville,AL,36310,42,2.492958,37.000001,31.4634,64.6341,0.4878,1.7073,0,0,1.7073
10174000604,Headland High Sch,8 Sporman St,Headland,AL,36345,31,17,56.999999,76.0705,20.1511,1.0076,2.0151,0,0,0.7557
10176000608,Homewood High Sch,1901 S Lakeshore Dr,Homewood,AL,35209,21,47.000001,71.999998,58.8235,27.6923,3.4389,8.5973,0.0905,0.2715,1.086
10177000611,Ashford High Sch,607 Church St,Ashford,AL,36312,41,17,51.999999,72.8933,22.8933,0.2809,1.8258,0.2809,0,1.8258
10177000614,Houston Co High Sch,200 W Church St,Columbia,AL,36319,42,5,44.489794,51.632,41.8398,0,5.0445,0.5935,0,0.8902
10177000615,Rehobeth High Sch,373 Malvern Road,Dothan,AL,36301,41,22,67.000002,85.9331,9.0529,0.5571,3.3426,0.1393,0.2786,0.6964
10180000619,SR Butler High Sch,3401 Holmes Ave,Huntsville,AL,35816,12,2.5,22.000001,12.693,58.1475,1.3722,23.3276,0.3431,0.5146,3.6021
10180000629,Virgil Grissom High Sch,7901 Bailey Cove Rd,Huntsville,AL,35802,12,42,78.999997,73.1917,13.6051,4.3054,5.6831,0.5741,0.1722,2.4684
10180000631,Huntsville High Sch,2304 Billie Watkins SW,Huntsville,AL,35801,12,40.000001,75,70.7913,19.8088,2.2836,4.0361,0.7435,0.2124,2.1243
10180000633,JO Johnson High Sch,6201 Pueblo Dr,Huntsville,AL,35810,12,2.5,22.000001,2.3649,91.0473,0.1689,4.3919,0.1689,0.1689,1.6892
10180000636,Lee High Sch,2500 Meridian St.,Huntsville,AL,35811,12,7.502825,47.000001,15.5556,75.4248,0.1307,2.7451,0.5229,0.5229,5.098
10180001374,New Century Tech Demo High Sch,2500 Meridian Street NW,Huntsville,AL,35811,12,51.999999,91.999999,41.2658,38.7342,4.3038,8.8608,0.5063,0.5063,5.8228
10180001651,Columbia High School,300 Explorer Boulevard,Huntsville,AL,35806,12,7.502959,36.999999,18.0739,64.3799,2.2427,7.9156,1.3193,0.3958,5.6728
10183001751,North Jackson High Sch,45549 Al Highway 277,Stevenson,AL,35772,42,12,52,77.5056,12.2494,0,4.2316,4.4543,0,1.559
10186000673,Jacksonville High Sch,1000 George Douthit Dr SW,Jacksonville,AL,36265,13,27,77,64.7226,30.2987,1.138,1.5647,0.4267,0.4267,1.4225
10189000678,Walker High Sch,1601 Highland Ave,Jasper,AL,35501,32,22,66.999998,75,19.1388,0.5981,3.3493,0,0,1.9139
10192000469,Clay-Chalkville High Sch,6623 Roe Chandler Rd,Pinson,AL,35126,41,11,55,34.2395,59.9559,0.5878,3.8942,0.147,0,1.1756
10192000698,Corner High Sch,4301 Warrior Jasper Road,Dora,AL,35062,41,22,81.999999,98.3271,0.3717,0.1859,0.5576,0.3717,0,0.1859
10192000702,Erwin High Sch,1000 Eagle Drive,Center Point,AL,35215,12,2.502488,27,1.6548,95.7447,0,2.2459,0,0,0.3546
10192000706,Gardendale High Sch,800 Main St,Gardendale,AL,35071,21,17,62.000001,71.8663,24.7911,0.65,2.1356,0,0,0.5571
10192000717,Hueytown High Sch,4881 15th Street Road,Hueytown,AL,35023,41,17,52.000001,49.3519,44.2593,0.2778,4.9074,0.1852,0,1.0185
10192000725,McAdory High Sch,4800 McAdory School Rd,McCalla,AL,35111,41,7.5,46.999999,45.9621,45.3639,0.2991,7.1785,0.0997,0,1.0967
10192000728,Mortimer Jordan High Sch,1920 Blue Devil Road,Kimberly,AL,35091,41,27,66.999999,90.9686,7.0681,0.2618,0.9162,0.3927,0,0.3927
10192000734,Pinson Valley High Sch,6895 Highway 75,Pinson,AL,35126,21,7.5,46.999999,47.2325,39.0221,0,13.3764,0,0,0.369
10192000737,Pleasant Grove High Sch,100 Spartan Drive,Pleasant Grove,AL,35127,21,7.496183,56.999999,22.5191,75.7634,0.1908,1.3359,0,0,0.1908
10192000744,Shades Valley High Sch,6100 Old Leeds Rd,Irondale,AL,35210,21,29.999999,65.000002,28.9941,60.2811,2.3669,6.9527,0.074,0,1.3314
10192001752,Minor High Sch,2285 Minor Pkwy,Adamsville,AL,35005,21,2.497608,27,10.9091,86.4115,0.1914,1.9139,0.0957,0,0.4785
10198000759,Lanett Senior High Sch,1301 S 8th Ave,Lanett,AL,36363,32,7.508197,44.491525,9.3496,89.0244,0,0.813,0,0,0.813
10201000764,Brooks High Sch,4300 Highway 72,Killen,AL,35645,41,31.999999,71.999999,93.0263,2.7632,1.1842,2.5,0.1316,0,0.3947
10204000776,R A Hubbard High Sch,12905 Jesse Jackson Pkwy,Courtland,AL,35618,42,10,49.499999,18.5185,71.9577,0.5291,3.1746,4.2328,0,1.5873
10204000780,Hatton High Sch,6909 AL Highway 101,Town Creek,AL,35672,42,12,56.999999,72.4706,1.6471,0.4706,1.6471,22.1176,0.2353,1.4118
10204000783,Lawrence Co High Sch,102 College St,Moulton,AL,35650,32,12.000001,57,81.1321,4.8742,0.6289,1.7296,11.1635,0,0.4717
10204001546,East Lawrence High Sch,55 County Road 370,Trinity,AL,35673,41,12,56.999999,79.5148,14.2857,0,2.6954,3.2345,0,0.2695
10207000790,Beauregard High Sch,7343 AL Highway 51,Opelika,AL,36804,41,21.999999,56.999999,72.8058,24.1727,0.4317,1.1511,0.5755,0,0.8633
10207000791,Beulah High Sch,4848 Lee Road 270,Valley,AL,36854,42,21.999999,62,79.5987,18.3946,0.3344,1.1706,0.3344,0,0.1672
10207000792,Loachapoka High Sch,685 Lee Road 61,Loachapoka,AL,36865,41,5,15,6.4378,84.5494,0,8.5837,0,0,0.4292
10207000795,Smiths Station High Sch,4228 Lee Road 430,Smiths Station,AL,36877,21,17,51.000002,71.8794,22.9313,0.8415,2.7349,0.3506,0,1.2623
10213000813,Linden High Sch,321 N. Main Street,Linden,AL,36748,43,5,44.512195,1.1364,96.5909,0.5682,1.1364,0,0,0.5682
10216000815,Calhoun High Sch,8213 County Road 33,Letohatchee,AL,36047,42,5,44.500001,1.1407,98.8593,0,0,0,0,0
10216000817,Central High Sch,145 Main St,Hayneville,AL,36040,42,5,34.499999,0.4098,99.5902,0,0,0,0,0
10219001811,Booker T Washington High,3803 M L K Highway,Tuskegee,AL,36083,32,2.5,36.999999,0.1712,99.6575,0,0,0,0,0.1712
10222000556,Madison Co High Sch,174 Brock Rd,Gurley,AL,35748,41,27,72.000002,73.9583,13.125,0.4167,1.6667,10.2083,0,0.625
10222000836,Hazel Green High Sch,14380 Highway 231-431 N,Hazel Green,AL,35750,31,21,68.000001,73.962,15.2709,1.126,2.4631,5.9817,0.0704,1.126
10222000843,New Hope High Sch,5216 Main Dr,New Hope,AL,35760,42,16.999999,51.999999,83.1579,4.7368,0.2632,2.1053,8.9474,0,0.7895
10222000848,Sparkman High Sch,2616 Jeff Rd,Harvest,AL,35749,21,30.999999,70.000001,57.6694,31.8699,2.3306,3.0352,3.6856,0.1626,1.2466
10222001683,Buckhorn High Sch,4123 Winchester Rd,New Market,AL,35761,41,27.999999,71.000001,65.742,19.9029,1.5257,2.982,7.8363,0.1387,1.8724
10231000863,Marion Co High Sch,8115 US Highway 43,Guin,AL,35563,43,24.499999,64.500003,83.2031,10.9375,0.7813,1.5625,0,0,3.5156
10231000866,Hackleburg Sch,189 School St,Hackleburg,AL,35564,43,24.515152,64.515154,97.6077,0.4785,0,1.4354,0,0,0.4785
10231000868,Hamilton High Sch,211 Aggie Ave,Hamilton,AL,35570,33,22,66.999999,86.7347,6.3265,0.8163,4.6939,0.2041,0.2041,1.0204
10231000869,Phillips High Sch,142 School Avenue,Bear Creek,AL,35543,42,5,54.500002,99.095,0,0,0,0.4525,0,0.4525
10235000891,Midfield High Sch,1600 High School Rd,Midfield,AL,35228,21,2.5,27,1.3966,98.324,0,0.2793,0,0,0
10237000898,Ben C Rain High Sch,3125 Dauphin Island Pkwy,Mobile,AL,36605,12,7.5,32,1.9355,95.6129,0.129,1.2903,0,0,1.0323
